X,Y_mean,Y_std
-4.0,-22.532616034676444,4.911960518564698
-3.919191919191919,-21.768099470529243,4.798587649555407
-3.8383838383838382,-21.000546726362273,4.687364275557174
-3.7575757575757573,-20.229418225793562,4.578379802092271
-3.676767676767677,-19.45406831427655,4.4716708961813305
-3.595959595959596,-18.673726043677412,4.367190333274263
-3.515151515151515,-17.887474918823433,4.264763775720204
-3.4343434343434343,-17.094233740125606,4.164031433958803
-3.3535353535353534,-16.292742643710188,4.0643720733859885
-3.2727272727272725,-15.481561568393168,3.964808928183928
-3.191919191919192,-14.659093002058375,3.8639023124360152
-3.111111111111111,-13.823646949524338,3.7596445533395397
-3.0303030303030303,-12.973572390426984,3.649392635299572
-2.9494949494949494,-12.107481917544597,3.52990532541784
-2.8686868686868685,-11.224585021154734,3.3975911067369973
-2.7878787878787876,-10.325103306917118,3.249097284561322
-2.7070707070707067,-9.410649043362001,3.0823105045362067
-2.6262626262626263,-8.484318074261372,2.89757148074184
-2.5454545454545454,-7.550190338525863,2.6983745201943075
-2.4646464646464645,-6.612189467511329,2.4904565259805427
-2.3838383838383836,-5.6729160015492655,2.279163133706328
-2.3030303030303028,-4.733416753582115,2.0673228158412047
-2.222222222222222,-3.7939016601182916,1.8557047543071155
-2.1414141414141414,-2.8543862910579914,1.6444829557414333
-2.0606060606060606,-1.9148709073023418,1.4338344353942145
-1.9797979797979797,-0.9753555093793609,1.2240552004702367
-1.8989898989898988,-0.035840097381359376,1.0156840201337023
-1.818181818181818,0.9036753286076655,0.8098085409409163
-1.7373737373737372,1.8431907685106825,0.6089652424115009
-1.6565656565656564,2.3803779616207925,0.48560270934805183
-1.5757575757575755,2.8094867935056946,0.3871937414242103
-1.4949494949494948,3.2385956325621814,0.302796769476196
-1.414141414141414,3.667704478760831,0.2472057077487452
-1.333333333333333,3.8490159229558003,0.23554628701232286
-1.2525252525252524,3.650028127966321,0.2355462650771691
-1.1717171717171715,3.4510403400409535,0.23554624482517875
-1.0909090909090906,3.252052559158401,0.2355462262501671
-1.01010101010101,3.053064785298396,0.23554620934624595
-0.9292929292929291,2.854077018442482,0.23554619410803723
-0.8484848484848482,2.65508925857402,0.23554618053069373
-0.7676767676767674,2.456101505678177,0.23554616860990393
-0.6868686868686866,2.257113759741929,0.2355461583418805
-0.6060606060606057,2.058126020754053,0.23554614972335694
-0.525252525252525,1.8591382887051286,0.23554614275159586
-0.44444444444444414,1.6601505635875335,0.23554613742438218
-0.3636363636363633,1.4611628453954435,0.23554613374002292
-0.28282828282828254,1.2621751341248295,0.23554613169734717
-0.2020202020202017,1.114016925866234,0.23579743528956357
-0.12121212121212088,1.114016925866234,0.23579743528956357
-0.04040404040404007,1.114016925866234,0.23579743528956357
0.04040404040404007,1.114016925866234,0.23579743528956357
0.12121212121212088,1.114016925866234,0.23579743528956357
0.2020202020202017,1.114016925866234,0.23579743528956357
0.28282828282828254,1.114016925866234,0.23579743528956357
0.3636363636363633,1.2952415721681823,0.2355412497139406
0.44444444444444414,1.4937028376300374,0.23554125197665507
0.525252525252525,1.6921641098461155,0.23554125584114327
0.6060606060606057,1.89062538882054,0.23554126130860387
0.6868686868686866,2.089086674559146,0.23554126838073208
0.7676767676767674,2.2875479670694787,0.23554127705972136
0.8484848484848482,2.4860092663607958,0.23554128734826416
0.9292929292929291,2.684470572444073,0.2355412992495523
1.01010101010101,2.8829318853320007,0.23554131276727475
1.0909090909090906,3.0813932050389883,0.2355413279056271
1.1717171717171715,3.279854531581171,0.2355413446693003
1.2525252525252524,3.4783158649764077,0.23554136306350562
1.333333333333333,3.5371907824912774,0.23769085307614143
1.414141414141414,3.0371166794866533,0.283615102739171
1.4949494949494948,2.5370423251659715,0.37227315151616974
1.5757575757575755,2.036967977787128,0.48056872585647764
1.6565656565656564,1.5368936373766744,0.5979251870426626
1.7373737373737372,1.03681930396292,0.7199249866685549
1.818181818181818,0.5367449775759346,0.844558270141638
1.8989898989898988,0.03667065824754733,0.9708113024728859
1.9797979797979797,-0.46340365398862976,1.098125551322697
2.0606060606060606,-0.9634779590972085,1.2261705003976877
2.1414141414141414,-1.4635522570410266,1.354738976241364
2.222222222222222,-1.9636265477811004,1.483694887629901
2.3030303030303028,-2.4637008312766753,1.6129453101534221
2.3838383838383836,-2.9637751074851684,1.7424247058779387
2.4646464646464645,-3.4638493763621767,1.872085565862063
2.5454545454545454,-3.9639236378614733,2.0018926305668914
2.6262626262626263,-4.463997891934997,2.1318191928227113
2.7070707070707067,-4.9640721385328295,2.2618446599233817
2.7878787878787876,-5.464146377603213,2.3919529026582036
2.8686868686868685,-5.9642206090925045,2.5221311107133437
2.9494949494949494,-6.464294832945196,2.652368982421354
3.0303030303030303,-6.9643690491038805,2.7826581404102626
3.111111111111111,-7.464443257509256,2.9129917030568517
3.191919191919192,-7.964517458100111,3.0433639654138043
3.2727272727272725,-8.464591650813299,3.1737701583611497
3.3535353535353534,-8.964665835583764,3.3042062645151096
3.4343434343434343,-9.46474001234446,3.4346688758976547
3.515151515151515,-9.96481418102643,3.565155082729343
3.595959595959596,-10.4648883415587,3.6956623856926414
3.676767676767677,-10.96496249386833,3.8261886260883387
3.7575757575757573,-11.465036637880358,3.956731929771697
3.8383838383838382,-11.965110773517841,4.087290661799739
3.919191919191919,-12.465184900701775,4.217863389478177
4.0,-12.965259019351123,4.348448852048466
