X,Y_mean,Y_std
-4.0,-14.020506179081147,3.8269948235332607
-3.919191919191919,-13.495590864314167,3.7132660596104166
-3.8383838383838382,-12.970603785824736,3.5995600130301906
-3.7575757575757573,-12.445550406243527,3.485877702531415
-3.676767676767677,-11.920436215960567,3.3722203740396823
-3.595959595959596,-11.395266691934053,3.2585895417389685
-3.515151515151515,-10.870047253635883,3.1449870371030846
-3.4343434343434343,-10.34478321682201,3.0314150679030734
-3.3535353535353534,-9.81947974602614,2.9178762898523454
-3.2727272727272725,-9.2941418068929,2.8043738944300602
-3.191919191919192,-8.768774119678737,2.690911717638868
-3.111111111111111,-8.243381115437264,2.5774943761487554
-3.0303030303030303,-7.7179668965491,2.4641274396660244
-2.9494949494949494,-7.192535203326726,2.3508176517820747
-2.8686868686868685,-6.667089388394961,2.23757321649803
-2.7878787878787876,-6.141632400387424,2.1244041748933054
-2.7070707070707067,-5.616166778185616,2.011322907282858
-2.6262626262626263,-5.090694656447624,1.898344812788423
-2.5454545454545454,-4.565217782532835,1.785489244041155
-2.4646464646464645,-4.039737544159986,1.6727808157778643
-2.3838383838383836,-3.514255006301759,1.5602512730356577
-2.3030303030303028,-2.988770955016263,1.4479422168770064
-2.222222222222222,-2.463285945267157,1.3359091795135387
-2.1414141414141414,-1.9378003494201674,1.224227887361906
-2.0606060606060606,-1.4123144031336612,1.1130041940897113
-1.9797979797979797,-0.8868282458353643,1.00239041187422
-1.8989898989898988,-0.36134195385439455,0.8926132988637031
-1.818181818181818,0.164144434591931,0.7840243713604869
-1.7373737373737372,0.6896309022086502,0.6771954471025629
-1.6565656565656564,1.2151174419738544,0.5731115734307131
-1.5757575757575755,1.7406040512927456,0.4735861279098479
-1.4949494949494948,2.266090729206804,0.382196949878818
-1.414141414141414,2.7915774752882956,0.30631509865829254
-1.333333333333333,3.31689185206862,0.25964679563380677
-1.2525252525252524,3.4973501818965786,0.2167161967605234
-1.1717171717171715,3.3165119257566356,0.2166693049678455
-1.0909090909090906,3.135419752426848,0.21664661238054223
-1.01010101010101,2.9543276460276138,0.2166258850661268
-0.9292929292929291,2.773235606372503,0.21660712397761536
-0.8484848484848482,2.592143633292814,0.21659032997780397
-0.7676767676767674,2.4110517266375657,0.21657550383915739
-0.6868686868686866,2.2299598862734964,0.21656264624374247
-0.6060606060606057,2.0488681120850605,0.21655175778314822
-0.525252525252525,1.8677764039744216,0.21654283895842186
-0.44444444444444414,1.6866847618614516,0.2165358901800174
-0.3636363636363633,1.5055931856837284,0.216530911767752
-0.28282828282828254,1.3245016753965335,0.21652790395076985
-0.2020202020202017,1.1434157315188773,0.21652642957979032
-0.12121212121212088,1.1388471203482613,0.2167582064353301
-0.04040404040404007,1.1388471203482613,0.2167582064353301
0.04040404040404007,1.1388471203482613,0.2167582064353301
0.12121212121212088,1.1388471203482613,0.2167582064353301
0.2020202020202017,1.1388471203482613,0.2167582064353301
0.28282828282828254,1.2693832448995495,0.21647787347833064
0.3636363636363633,1.4578074442711721,0.21648000341794038
0.44444444444444414,1.6462317032702862,0.21648391747861728
0.525252525252525,1.834656021928706,0.2164896154972502
0.6060606060606057,2.0230804002927494,0.2164970972363942
0.6868686868686866,2.2115048384232403,0.21650636238429738
0.7676767676767674,2.3999293363955063,0.21651741055492885
0.8484848484848482,2.5883538942993853,0.21653024128801465
0.9292929292929291,2.776778512239227,0.21654485404908572
1.01010101010101,2.9652031903338933,0.21656124822952766
1.0909090909090906,3.153627928716763,0.21657942314663503
1.1717171717171715,3.342052727535736,0.21659937804369572
1.2525252525252524,3.5302269643545277,0.21664451900745701
1.333333333333333,3.336223292854536,0.2602238064176416
1.414141414141414,2.7994811075887247,0.3096947718654616
1.4949494949494948,2.262642568696125,0.3890801283320971
1.5757575757575755,1.7258041198153253,0.48395327105278363
1.6565656565656564,1.1889658539623271,0.5868502040171888
1.7373737373737372,0.6521280634743172,0.6942122645466816
1.818181818181818,0.1152915106994139,0.8042534890465635
1.8989898989898988,-0.42154210249367247,0.9160093303739337
1.9797979797979797,-0.9583694389988902,1.0289221676352072
2.0606060606060606,-1.4951846294632682,1.1426506302329285
2.1414141414141414,-2.0319782545583096,1.2569758202360806
2.222222222222222,-2.568736326478273,1.3717521975375329
2.3030303030303028,-3.1054394010101944,1.4868803880403065
2.3838383838383836,-3.6420619345046803,1.6022913794916094
2.4646464646464645,-4.178571962861514,1.7179369287884183
2.5454545454545454,-4.714931133966601,1.833783500766815
2.6262626262626263,-5.25109508157949,1.9498082863783026
2.7070707070707067,-5.787014094631355,2.0659964827086563
2.7878787878787876,-6.322634014364622,2.182339359955867
2.8686868686868685,-6.857897282569549,2.2988328327396568
2.9494949494949494,-7.3927440651693015,2.415476364504462
3.0303030303030303,-7.927113383545434,2.532272099958303
3.111111111111111,-8.460944198255563,2.6492241604954407
3.191919191919192,-8.994176403640944,2.7663380619519606
3.2727272727272725,-9.526751705398896,2.883620228921704
3.3535353535353534,-10.058614365324928,3.0010775888509325
3.4343434343434343,-10.5897118074983,3.1187172344587246
3.515151515151515,-11.119995088002664,3.2365461461041525
3.595959595959596,-11.64941923592746,3.354570967431329
3.676767676767677,-12.177943477140243,3.472797828541648
3.7575757575757573,-12.70553135447833,3.5912322114334914
3.8383838383838382,-13.23215075892357,3.7098788527330493
3.919191919191919,-13.757773886313156,3.8287416789510935
4.0,-14.28237713348111,3.9478237697078415
