Function,Calls,Total Time,Per Call,Cumulative Time,Per Call (Cumulative)
c:\Users\birik\github\SOGA\src\ASGMTParser.py:310(symvars),300,300,0.0001316,4.386666666666667e-07,0.0006045,2.015e-06
c:\Users\birik\github\SOGA\src\ASGMTParser.py:314(gm),310,310,0.0001365,4.4032258064516134e-07,0.0007354000000000001,2.3722580645161294e-06
c:\Users\birik\github\SOGA\src\ASGMTParser.py:441(IDV),44,44,2.6200000000000003e-05,5.954545454545455e-07,0.0001038,2.359090909090909e-06
c:\Users\birik\github\SOGA\src\ASGMTParser.py:444(idd),140,140,6.98e-05,4.985714285714286e-07,0.00031590000000000003,2.2564285714285717e-06
c:\Users\birik\github\SOGA\src\ASGMTParser.py:649(__init__),186,186,0.0001387,7.456989247311829e-07,0.00038960000000000004,2.094623655913979e-06
C:\Users\birik\AppData\Local\Temp\ipykernel_16496\3619497701.py:1(<module>),1,1,0.00043170000000000003,0.00043170000000000003,1.1521232000000001,1.1521232000000001
{built-in method torch._C._linalg.linalg_inv},476,476,0.038119,8.008193277310925e-05,0.038119,8.008193277310925e-05
{built-in method torch._C._linalg.linalg_norm},476,476,0.0045017,9.45735294117647e-06,0.0045017,9.45735294117647e-06
{built-in method torch._C._linalg.linalg_svd},476,476,0.0208593,4.3822058823529416e-05,0.0208826,4.387100840336135e-05
{built-in method _abc._abc_instancecheck},1748,1748,0.0018407,1.0530320366132723e-06,0.0018407,1.0530320366132723e-06
{method 'disable' of '_lsprof.Profiler' objects},1,1,5.000000000000001e-07,5.000000000000001e-07,5.000000000000001e-07,5.000000000000001e-07
{built-in method math.log},952,952,0.0009864000000000001,1.0361344537815127e-06,0.0009864000000000001,1.0361344537815127e-06
{built-in method math.sqrt},1904,1904,0.000858,4.5063025210084035e-07,0.000858,4.5063025210084035e-07
{method 'getvalue' of '_io.StringIO' objects},502,502,0.00022050000000000002,4.3924302788844627e-07,0.00022050000000000002,4.3924302788844627e-07
{method 'write' of '_io.StringIO' objects},921,921,0.0001786,1.9391965255157437e-07,0.0001786,1.9391965255157437e-07
{method '__exit__' of '_io._IOBase' objects},502,502,0.0002052,4.087649402390438e-07,0.0002052,4.087649402390438e-07
{method 'items' of 'dict' objects},796,796,0.00019260000000000002,2.419597989949749e-07,0.00019260000000000002,2.419597989949749e-07
{method 'append' of 'list' objects},9435,9435,0.00119,1.2612612612612613e-07,0.00119,1.2612612612612613e-07
{method 'pop' of 'list' objects},227,227,0.0001575,6.938325991189427e-07,0.0001575,6.938325991189427e-07
{method 'index' of 'list' objects},194,194,0.0001867,9.623711340206187e-07,0.0001867,9.623711340206187e-07
{method 'replace' of 'str' objects},44,44,6.14e-05,1.3954545454545454e-06,6.14e-05,1.3954545454545454e-06
{method 'split' of 'str' objects},186,186,8.840000000000001e-05,4.752688172043011e-07,8.840000000000001e-05,4.752688172043011e-07
{method 'find' of 'str' objects},1500,1500,0.0004997000000000001,3.331333333333334e-07,0.0004997000000000001,3.331333333333334e-07
{built-in method builtins.all},1592,1592,0.0013896000000000002,8.728643216080403e-07,0.0048129,3.023178391959799e-06
{built-in method builtins.any},1729,1729,0.0008313000000000001,4.807981492192019e-07,0.0019643,1.1360902255639097e-06
{built-in method builtins.compile},2,2,5.6200000000000004e-05,2.8100000000000002e-05,5.6200000000000004e-05,2.8100000000000002e-05
{built-in method builtins.exec},2,2,4.3e-06,2.15e-06,1.1521323,0.57606615
{built-in method builtins.getattr},2392,2392,0.0005909,2.470317725752508e-07,0.0005909,2.470317725752508e-07
{built-in method builtins.hasattr},2806,2806,0.0007624000000000001,2.717034925160371e-07,0.0007624000000000001,2.717034925160371e-07
{built-in method builtins.isinstance},22486,22486,0.0036102,1.6055323312283197e-07,0.0061821,2.749310682202259e-07
{built-in method builtins.iter},128,128,4.3e-05,3.359375e-07,4.3e-05,3.359375e-07
{built-in method builtins.len},37875,38025,0.012905900000000001,3.39405654174885e-07,0.037377900000000006,9.868752475247527e-07
{built-in method builtins.next},4,4,3.4e-06,8.5e-07,7.7e-06,1.925e-06
{built-in method builtins.ord},6840,6840,0.0006091,8.904970760233919e-08,0.0006091,8.904970760233919e-08
{built-in method builtins.sorted},4,4,2.72e-05,6.8e-06,5.7600000000000004e-05,1.4400000000000001e-05
<frozen abc>:117(__instancecheck__),1748,1748,0.0007312,4.1830663615560643e-07,0.0025719000000000002,1.4713386727688788e-06
